订单号,动作,起始经度,起始纬度,取单号,商家经度,商家纬度,商家距离,理论取单时间,取单可取时间,取单承诺送达时间,送单号,客户经度,客户纬度,客户距离,理论送单时间,送单可取时间,送单承诺送达时间,骑手ID,波次,当前已取单数,骑手等级,骑手速度,最大负荷量,日期
2100076017521034605,PICKUP,121.539948,39.201417,2100076026355287812,121.526407,39.199698,679.0,1583031248,1583030973,1583032952,2100076017521034605,121.544354,39.200291,1481.0,1583031401,1582997022,1583032500,10012191,1,2,3,5.233333589585478,9,20200301
2100076036244538414,PICKUP,121.452424,39.210806,2100076037405508654,121.45244,39.209554,1.0,1583036017,1583035338,1583036718,2100076036244538414,121.457224,39.217221,1318.0,1583036243,1583035519,1583036659,10021791,1,2,3,5.821053677449986,10,20200301
2100076070209390019,PICKUP,121.444999,39.209043,2100076069618582844,121.436967,39.209952,68.0,1583054651,1583054622,1583055641,2100076070209390019,121.434754,39.215140999999996,856.0,1583054787,1583054161,1583055181,10021791,3,1,3,5.821053677449986,10,20200301
2100076028905587767,PICKUP,121.53916699999999,39.152225,2100076032034112522,121.513125,39.158826,147.0,1583032163,1583032420,1583033605,2100076028905587767,121.52343400000001,39.179990999999994,3442.0,1583032792,1583032571,1583033400,10037225,1,1,2,5.238795421835388,10,20200301
2100076040587839003,PICKUP,121.36151799999999,39.292291,2100076039129400859,121.36306599999999,39.29233,2.0,1583035316,1583035372,1583037531,2100076040587839003,121.361144,39.295751,824.0,1583035457,1583035411,1583036610,10038649,1,2,3,5.814109109134913,10,20200301
2100076083826526199,PICKUP,121.350001,39.289193,2100076081015195639,121.362149,39.291649,1.0,1583059316,1583059461,1583060540,2100076083826526199,121.366924,39.284051,1409.0,1583059558,1583059655,1583060674,10038649,5,2,3,5.814109109134913,10,20200301
2100076031403919351,PICKUP,121.36018999999999,39.285505,2100076031152556023,121.362149,39.291649,1.0,1583032111,1583032221,1583033721,2100076031148492791,121.363174,39.296510999999995,825.0,1583032257,1583032390,1583033349,10038653,1,2,3,5.635242595094633,11,20200301
2100076057554355342,PICKUP,121.421108,39.243183,2100076060585362577,121.42451299999999,39.246358,1043.0,1583047848,1583047298,1583049276,2100076060282553877,121.384514,39.246190999999996,4501.0,1583048420,1583047543,1583050300,10038661,3,2,3,6.048207848607383,9,20200301
2100076016214771072,PICKUP,121.484429,39.06228,2100076036130637005,121.48395,39.0646,1117.0,1583035148,1583035102,1583036299,2100076016214771072,121.482324,39.063081,898.0,1583035110,1582992753,1583036100,10063192,1,2,3,5.796560770993863,8,20200301
2100076036430727035,PICKUP,121.541573,39.151385,2100076039295371131,121.531093,39.142603,1.0,1583035285,1583035800,1583038140,2100076036430727035,121.53118400000001,39.144541,279.0,1583035337,1583035220,1583037560,10081729,1,5,2,5.300982873156864,9,20200301
