courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10100267,1,2100076043168875671,121.411146,39.260549,PICKUP,1583036130
10181667,3,2100076069007394776,121.405782,39.149805,PICKUP,1583054838
10188077,1,2100076040988821392,121.552566,39.139791,PICKUP,1583036564
10213217,3,2100076080473703768,121.740103,39.524237,PICKUP,1583058781
10239433,3,2100076073263728289,121.44465,38.971324,PICKUP,1583055613
10272985,1,2100076037643896285,121.476416,39.116479,PICKUP,1583034537
10282591,1,2100076035224929901,121.522247,39.216631,PICKUP,1583034386
10295716,3,2100076090600621626,121.448678,39.214985,PICKUP,1583065595
10354617,5,2100076053308474399,121.542592,39.171206,PICKUP,1583044016
10408117,3,2100076052098877339,121.590827,39.110576,PICKUP,1583041847
10416907,5,2100076053952038817,121.449011,39.297585,PICKUP,1583044446
10416907,9,2100076081242473618,121.451848,39.298642,PICKUP,1583058793
10488513,1,2100076034772141603,121.429787,39.104403,PICKUP,1583034454
10488513,7,2100076081342874904,121.433664,39.097571,PICKUP,1583059245
10507382,1,2100076032027297556,121.353119,39.430007,PICKUP,1583032732
10531988,3,2100076084278724279,121.433635,39.062372,PICKUP,1583060090
10534600,3,2100076053810513374,121.538553,39.169639,PICKUP,1583043135
10548486,5,2100076053229930092,121.535487,39.157297,PICKUP,1583043579
10598602,1,2100076053218821792,121.805894,39.103106,PICKUP,1583044183
10601332,1,2100076040318747699,121.514113,39.186825,PICKUP,1583035415
10638398,1,2100076021763638863,121.615058,39.149668,PICKUP,1583031820
10648079,3,2100076041873262302,121.520723,39.223767,PICKUP,1583035908
10648133,3,2100076083513656488,121.592456,39.222742,PICKUP,1583059607
10660150,1,2100076048189457522,121.603286,39.180395,PICKUP,1583039470
10678111,1,2100076031947244901,121.463098,39.118918,PICKUP,1583033616
10712014,5,2100076079749367066,121.439645,39.141038,PICKUP,1583059404
10720158,5,2100076079136278361,121.419148,39.159953,PICKUP,1583058451
10748345,5,2100076068096476326,121.458997,39.105902,PICKUP,1583052581
10773341,3,2100076074925721334,121.531312,39.027258,PICKUP,1583056994
10783757,3,2100076058973472761,121.368025,39.107448,PICKUP,1583046504
10799255,3,2100076081440556830,121.582752,39.220369,PICKUP,1583059545
10808308,1,2100076039643629160,121.553664,39.139795,PICKUP,1583036203
100134611,1,2100076045503530997,121.374698,39.303826,PICKUP,1583037270
100166169,1,2100076042419799969,121.574314,39.15929,PICKUP,1583037421
100429202,1,2100076043116905665,121.373941,39.135504,PICKUP,1583038299
100681730,1,2100076074315286415,121.591063,39.137378,PICKUP,1583055757
102064138,1,2100076041217083119,121.440224,39.210335,PICKUP,1583035389
102333794,3,2100076082689672308,121.35097,39.447248,PICKUP,1583060173
102505146,1,2100076024249386256,121.549699,39.24715,PICKUP,1583028458
102996298,1,2100076042225911389,121.425031,39.252413,PICKUP,1583036884
103041650,1,2100076041116156987,121.563653,39.134456,PICKUP,1583036466
104829330,1,2100076074856613383,121.424069,39.198081,PICKUP,1583057105
105676642,1,2100076031150655098,121.689637,39.282417,PICKUP,1583032929
106623778,1,2100076034580940439,121.69509,39.279155,PICKUP,1583033918
107045802,7,2100076083566544565,121.616156,39.194718,PICKUP,1583060082
107736970,1,2100076038090065136,121.553004,39.111779,PICKUP,1583035166
109767250,1,2100076053381449438,121.548741,39.083581,PICKUP,1583042245
109772898,1,2100076035793684267,121.500761,39.186077,PICKUP,1583034173
110105858,1,2100076040955856540,121.525412,39.130267,PICKUP,1583035725
110829786,1,2100076048836364034,121.529522,39.056238,PICKUP,1583039290
110842146,1,2100076060719842903,121.561598,39.189907,PICKUP,1583047371
111069178,1,2100076051732826073,121.541999,39.172356,PICKUP,1583041054
111124922,5,2100076067305620995,121.563146,39.193377,PICKUP,1583052664
111995434,3,2100076047588132650,121.223902,39.12932,PICKUP,1583038887
113067034,5,2100076051847022321,121.712582,39.143138,PICKUP,1583042187
114464161,1,2100076023182689787,121.463397,39.131788,PICKUP,1583025550
114716833,5,2100076071449757408,121.529999,39.213945,PICKUP,1583056315
115598089,1,2100076033080002420,121.451268,39.140709,PICKUP,1583034155
115753441,1,2100076016710714383,121.536398,39.336073,PICKUP,1583028447
115862809,3,2100076071583778805,121.483172,39.197507,PICKUP,1583055316
116274473,1,2100076081079781183,121.391844,39.118332,PICKUP,1583059417
116288617,3,2100076063966627145,121.612179,39.078572,PICKUP,1583049991
117027985,1,2100076043695916487,121.5813,39.212114,PICKUP,1583037062
117051577,5,2100076080548120402,121.223403,39.129378,PICKUP,1583058615
117055625,1,2100076045916636825,121.508448,39.06324,PICKUP,1583038597
117067361,3,2100076054604613187,121.660269,39.174265,PICKUP,1583043754
117069697,5,2100076080180856176,121.978847,39.594565,PICKUP,1583059122
117070713,1,2100076022508947137,121.666299,39.178807,PICKUP,1583027993
117113497,1,2100076032481724096,121.41549,39.27071,PICKUP,1583033271
117672601,5,2100076085910242789,121.756835,39.112441,PICKUP,1583062046
117916001,1,2100076049693148474,121.408109,39.190229,PICKUP,1583041498
118329481,1,2100076094106109148,121.380319,39.382422,PICKUP,1583070718
118776649,1,2100076071380190228,121.666723,39.139476,PICKUP,1583054327
118795745,1,2100076051539396186,121.480128,39.129172,PICKUP,1583041031
118797393,1,2100076055962814293,121.47274,39.136094,PICKUP,1583043294
118803601,1,2100076063048959945,121.347056,39.147894,PICKUP,1583049704
118811881,3,2100076045218514240,121.430768,39.098097,PICKUP,1583037590
118816345,3,2100076066035238599,121.556353,39.193295,PICKUP,1583052133
118817865,5,2100076074753525720,121.430863,39.150371,PICKUP,1583056894
