courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10012191,1,2100076366518649950,121.537376,39.20084,PICKUP,1583377937
10037225,3,2100076366926153315,121.531693,39.172701,PICKUP,1583380652
10127695,1,2100076376705075127,121.593093,39.116943,PICKUP,1583380566
10155815,1,2100076399560787758,121.513161,39.220495,PICKUP,1583392302
10272326,3,2100076372402374511,121.53397,39.195117,PICKUP,1583380397
10293468,1,2100076389857527552,121.752455,39.142726,PICKUP,1583384182
10298963,5,2100076422582699929,121.531698,39.250752,PICKUP,1583404604
10305435,1,2100076425740814062,121.555628,39.088375,PICKUP,1583405514
10330725,3,2100076415678776754,121.470976,39.298432,PICKUP,1583401805
10487413,1,2100076416410748152,121.528908,39.276996,PICKUP,1583401269
10515576,5,2100076415064639140,121.611116,39.133356,PICKUP,1583401830
10525316,1,2100076374739617470,121.506836,39.078644,PICKUP,1583380707
10527162,1,2100076427917394945,121.621851,39.191391,PICKUP,1583408205
10542153,1,2100076394392782484,121.570875,39.132936,PICKUP,1583389779
10593238,1,2100076367130232388,121.377869,39.11947,PICKUP,1583378450
10593238,5,2100076427804312782,121.373008,39.138114,PICKUP,1583407259
10642060,1,2100076371354551761,121.530025,39.158934,PICKUP,1583380429
10664583,1,2100076399391900907,122.2319,39.360287,PICKUP,1583390919
10665583,3,2100076400960734680,121.441782,39.212925,PICKUP,1583394517
10671986,3,2100076367933179401,121.378818,39.14221,PICKUP,1583378405
10678111,3,2100076412426225060,121.486897,39.129732,PICKUP,1583400938
10699173,1,2100076376475567786,121.574459,39.120393,PICKUP,1583380503
10703085,1,2100076373847377793,121.466055,39.209987,PICKUP,1583380156
10711258,1,2100076370535286627,121.55393,39.141269,PICKUP,1583379424
10712195,5,2100076427488790094,121.544513,39.182987,PICKUP,1583406438
10720158,1,2100076409771066650,121.423015,39.151497,PICKUP,1583399956
10775373,3,2100076391866631933,121.55746,39.178785,PICKUP,1583385756
10781084,5,2100076426414392543,121.39866,39.082595,PICKUP,1583405422
10783757,3,2100076381899752977,121.342977,39.111614,PICKUP,1583381701
10804247,3,2100076388998153340,121.252044,38.953097,PICKUP,1583384219
100240426,3,2100076425982183193,121.446524,38.940635,PICKUP,1583405209
100799026,1,2100076388438869391,121.595785,39.207725,PICKUP,1583384638
101266154,1,2100076393131705344,121.329206,39.12587,PICKUP,1583385952
102159722,1,2100076440442078421,121.756942,39.109144,PICKUP,1583420307
102437106,1,2100076388746397583,121.603942,39.133489,PICKUP,1583384394
102437106,5,2100076411314046279,121.597825,39.134946,PICKUP,1583400898
102505842,1,2100076423244809794,121.616741,39.182375,PICKUP,1583404501
102895674,5,2100076413349332089,121.452974,39.210642,PICKUP,1583401946
103384498,1,2100076387931588075,121.401724,39.167052,PICKUP,1583384038
106108922,1,2100076398429996902,121.574315,39.207196,PICKUP,1583389968
106108922,3,2100076416174065447,121.581822,39.210735,PICKUP,1583402111
106359898,5,2100076428356978269,121.426418,39.245639,PICKUP,1583406983
106503746,1,2100076398210156533,121.408052,39.162467,PICKUP,1583390804
106581010,3,2100076397493683970,121.617303,39.133917,PICKUP,1583389630
107410522,1,2100076391381861901,121.468978,39.171176,PICKUP,1583386842
108061506,3,2100076400852862285,121.446287,39.297636,PICKUP,1583392417
110512450,1,2100076376195958051,121.556974,39.022758,PICKUP,1583380545
