courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10038661,0,2100076278731638510,121.420701,39.2512,PICKUP,1583292772
10043801,0,2100076281429395323,121.44883,39.115431,PICKUP,1583293312
10043801,2,2100076313735300840,121.449191,39.115497,PICKUP,1583310259
10081729,2,2100076287871976971,121.533958,39.165864,PICKUP,1583294954
10083928,0,2100076263603668787,121.595411,39.207263,PICKUP,1583282364
10102738,0,2100076280388191250,121.223571,39.129312,PICKUP,1583292813
10183941,4,2100076288602048122,121.573378,39.111058,PICKUP,1583299973
10194017,2,2100076283528841087,121.445872,39.155871,PICKUP,1583293310
10199051,0,2100076289438582180,121.466629,39.095049,PICKUP,1583294856
10208063,0,2100076270306100406,121.486562,39.024292,PICKUP,1583288587
10219599,6,2100076334384580300,121.562383,39.111212,PICKUP,1583320010
10232969,0,2100076264558757563,121.466949,39.095115,PICKUP,1583284717
10232969,4,2100076326047974606,121.477457,39.089601,PICKUP,1583316989
10239433,0,2100076275293128466,121.443622,38.967287,PICKUP,1583291488
10304094,0,2100076263063062326,121.505213,39.189696,PICKUP,1583284834
10304094,2,2100076283619181694,121.495484,39.177655,PICKUP,1583293692
10306647,0,2100076283236911052,121.526958,39.07951,PICKUP,1583293643
10322363,2,2100076286009116103,121.55827,39.16918,PICKUP,1583293974
10361752,2,2100076287084561868,121.299546,39.128859,PICKUP,1583294479
10370848,0,2100076280989025975,121.454358,39.256636,PICKUP,1583295801
10381846,0,2100076282010732053,121.231894,39.130826,PICKUP,1583293689
10392466,0,2100076264676984581,121.491753,39.158548,PICKUP,1583281019
10405101,2,2100076320372098399,121.248434,38.948689,PICKUP,1583315001
10488513,0,2100076278777414738,121.440346,39.102343,PICKUP,1583291851
10492242,8,2100076331527177250,121.495835,39.185731,PICKUP,1583318285
10515576,2,2100076304981034826,121.617877,39.133779,PICKUP,1583302048
10531988,0,2100076275673237231,121.40588,39.052199,PICKUP,1583291698
10531988,4,2100076331711071981,121.434033,39.065586,PICKUP,1583318143
10583026,2,2100076328801764718,121.277154,39.028226,PICKUP,1583317489
10584671,0,2100076281466127557,121.775118,39.099339,PICKUP,1583293569
10601332,0,2100076293607753325,121.537396,39.197327,PICKUP,1583296635
10638398,4,2100076343368353359,121.614215,39.15634,PICKUP,1583325258
10642060,0,2100076275835667715,121.529927,39.158813,PICKUP,1583291639
10650683,0,2100076256851624983,121.533725,39.199881,PICKUP,1583285024
10659886,0,2100076278072739727,121.209188,39.161619,PICKUP,1583292930
10670465,2,2100076324655335262,121.487621,39.129081,PICKUP,1583314641
10681905,2,2100076292155606109,121.553659,39.139554,PICKUP,1583296723
10719665,6,2100076334896514582,121.353444,39.430913,PICKUP,1583319332
10765017,0,2100076270081016860,121.208636,39.161914,PICKUP,1583289060
10788622,0,2100076262425855567,121.614506,39.156703,PICKUP,1583288094
10805160,4,2100076336913384847,121.614873,39.020281,PICKUP,1583320753
11165674,2,2100076313023677978,121.411176,39.042989,PICKUP,1583309087
100002543,0,2100076281373656834,121.640556,39.142024,PICKUP,1583293615
100002652,0,2100076289130071880,121.56563,39.150311,PICKUP,1583295518
100069773,2,2100076322546124449,121.555296,39.177476,PICKUP,1583315883
100166169,0,2100076276531889738,121.5487,39.157852,PICKUP,1583292556
100170616,2,2100076315633485228,121.4791,39.19977,PICKUP,1583311245
102039482,0,2100076293226333368,121.568546,39.149591,PICKUP,1583296730
103404602,0,2100076288806913424,121.3599,39.122021,PICKUP,1583296031
104989810,4,2100076332650530267,121.789326,39.12595,PICKUP,1583319344
105233010,0,2100076298313630985,121.526058,39.133117,PICKUP,1583298837
106164450,0,2100076280840160757,121.465428,39.158853,PICKUP,1583292778
108136778,6,2100076325169858504,121.484486,39.164473,PICKUP,1583315591
110962402,2,2100076276750320650,121.458401,39.155061,PICKUP,1583292375
110963378,0,2100076277358724728,121.843085,39.161739,PICKUP,1583292161
111254906,0,2100076290628355906,121.442351,39.100099,PICKUP,1583295106
111618922,0,2100076265285354606,121.536818,39.175196,PICKUP,1583285203
112044866,0,2100076284819178775,121.800369,39.131728,PICKUP,1583294133
113493697,2,2100076331155260614,121.530105,39.155932,PICKUP,1583318783
114454825,0,2100076287504058102,121.531358,39.016815,PICKUP,1583294507
114811105,2,2100076339253380132,121.421527,39.068765,PICKUP,1583322529
115025641,2,2100076311558423736,121.745327,39.527655,PICKUP,1583307004
116191217,0,2100076261459461575,121.709184,39.250813,PICKUP,1583284848
116274473,0,2100076323640083644,121.41038,39.125783,PICKUP,1583316766
117010921,0,2100076259635791454,121.438823,39.094575,PICKUP,1583291752
117025201,4,2100076334014202973,121.580777,39.213841,PICKUP,1583319220
117052073,0,2100076269967574722,121.439307,39.100193,PICKUP,1583288621
117056905,0,2100076277109327735,121.451335,39.175521,PICKUP,1583292968
