courier_id,wave_index,tracking_id,courier_wave_start_lng,courier_wave_start_lat,action_type,expect_time
10012508,3,2100076241314645758,121.54839,39.290528,PICKUP,1583231374
10081729,1,2100076242516215395,121.53279,39.141152,PICKUP,1583231014
10083928,1,2100076181231568589,121.598349,39.218395,PICKUP,1583196665
10148788,1,2100076190547838844,121.456368,39.210754,PICKUP,1583205813
10183941,1,2100076208640132443,121.57463,39.09633,PICKUP,1583209521
10185816,3,2100076194898183170,121.455701,39.105962,PICKUP,1583205795
10199051,3,2100076233655879264,121.466774,39.095083,PICKUP,1583231817
10303432,1,2100076211638208286,121.433372,39.184167,PICKUP,1583212080
10304094,3,2100076230795659119,121.505317,39.189318,PICKUP,1583226329
10335674,1,2100076202652763442,121.543192,39.079103,PICKUP,1583209929
10335674,5,2100076240095347945,121.575972,39.075904,PICKUP,1583229534
10354617,5,2100076220980266657,121.557494,39.178756,PICKUP,1583229202
10364589,3,2100076203284399617,121.580229,39.115026,PICKUP,1583209392
10386183,3,2100076206216119339,121.460817,39.175959,PICKUP,1583210090
10404691,1,2100076191446271887,121.435922,39.183246,PICKUP,1583205165
10537433,1,2100076199020169084,122.22483,39.363243,PICKUP,1583207525
10545647,1,2100076218701645658,121.418798,39.260832,PICKUP,1583216807
10548799,1,2100076244900021559,121.446373,39.205697,PICKUP,1583232340
10579286,1,2100076198341838401,121.546715,39.083771,PICKUP,1583208195
10598602,3,2100076219003176372,121.797795,39.100095,PICKUP,1583217867
10601332,3,2100076246327329976,121.540364,39.177177,PICKUP,1583232031
10619850,1,2100076208679814903,121.441073,39.003867,PICKUP,1583210568
10632815,5,2100076241810884470,121.477318,39.08964,PICKUP,1583230757
10648133,3,2100076237603374580,121.582191,39.228809,PICKUP,1583229943
10665583,5,2100076242663474999,121.454121,39.210835,PICKUP,1583231379
10671986,5,2100076220288336992,121.377176,39.146597,PICKUP,1583217795
10781084,5,2100076252992309239,121.418205,39.084118,PICKUP,1583236836
10797771,1,2100076191828936112,121.478008,39.063556,PICKUP,1583205811
100023698,1,2100076205271680613,121.373108,39.137259,PICKUP,1583209372
101009538,1,2100076204271830126,121.804963,39.139631,PICKUP,1583208702
101437378,1,2100076210975541117,121.572453,39.115089,PICKUP,1583210724
102505130,7,2100076232313079208,121.532479,39.250658,PICKUP,1583225400
102837378,5,2100076209930077914,121.451405,39.150518,PICKUP,1583211148
102938282,1,2100076201106081790,121.44643,39.297666,PICKUP,1583207895
102938282,7,2100076256224020123,121.452727,39.298096,PICKUP,1583239385
103135370,3,2100076246739322138,121.415887,39.152314,PICKUP,1583232783
103441042,3,2100076232314979524,121.433571,39.065473,PICKUP,1583226016
103502002,1,2100076199065453678,121.445819,38.949582,PICKUP,1583207396
106359898,3,2100076245169079829,121.424737,39.25225,PICKUP,1583232923
111069178,3,2100076185474696271,121.538076,39.170804,PICKUP,1583202516
112022106,1,2100076198097454302,121.558711,39.140114,PICKUP,1583207505
112040778,1,2100076239859615595,121.495012,39.279446,PICKUP,1583230614
112525786,3,2100076254683301363,121.58322,39.147968,PICKUP,1583238794
112597122,5,2100076251804993015,121.621626,39.141103,PICKUP,1583236343
113493697,5,2100076234359637647,121.51535,39.164618,PICKUP,1583227863
113601193,3,2100076204666259068,121.423816,39.19651,PICKUP,1583212025
114454825,1,2100076210398627825,121.537216,39.020669,PICKUP,1583211056
114464161,3,2100076195288516253,121.447334,39.142445,PICKUP,1583206998
114779105,1,2100076233958295114,121.443896,39.214722,PICKUP,1583227986
115755785,1,2100076205269288543,121.428665,39.204392,PICKUP,1583209328
116034321,1,2100076200675837631,121.553187,39.10884,PICKUP,1583208416
116933745,1,2100076238049773161,121.372123,39.112602,PICKUP,1583229169
116989929,3,2100076236172724022,121.751643,39.120291,PICKUP,1583228372
116989929,5,2100076246345418022,121.745081,39.121069,PICKUP,1583232825
117026577,1,2100076243774014697,121.581361,39.211681,PICKUP,1583231419
117042817,3,2100076231239140433,121.202082,39.162626,PICKUP,1583226523
117067361,3,2100076223559533762,121.680551,39.174704,PICKUP,1583220362
117069353,1,2100076195880862962,121.660575,39.168547,PICKUP,1583206872
117070033,1,2100076189604808346,121.660478,39.170048,PICKUP,1583205746
117074225,3,2100076214883092383,121.663701,39.16867,PICKUP,1583212712
117208745,3,2100076250956989925,121.756938,39.104983,PICKUP,1583234767
118006553,3,2100076207241725308,121.426609,38.905907,PICKUP,1583211330
118066377,1,2100076220394538278,121.740342,39.125796,PICKUP,1583219050
118347857,1,2100076186283672901,121.615208,39.02954,PICKUP,1583203985
118456833,1,2100076210678630243,121.545871,39.141965,PICKUP,1583210972
118475913,5,2100076240645392094,121.522593,39.210163,PICKUP,1583230551
118667561,5,2100076239734900259,121.770339,39.093167,PICKUP,1583230755
118673761,3,2100076208931767634,121.778689,39.093665,PICKUP,1583211514
118781361,3,2100076235946493069,121.469704,39.298385,PICKUP,1583228198
118789345,1,2100076181595621063,121.556869,39.183167,PICKUP,1583202372
118797201,5,2100076226299692157,121.500462,39.100939,PICKUP,1583224955
118800217,1,2100076210291508794,121.541185,39.250265,PICKUP,1583211149
118800777,5,2100076252720563243,121.480163,39.184815,PICKUP,1583237302
118800849,3,2100076218149570023,121.468144,39.131518,PICKUP,1583215112
118805145,1,2100076208762094699,121.366571,39.148258,PICKUP,1583210571
118808889,1,2100076210619778276,121.552361,39.269059,PICKUP,1583212043
119285537,5,2100076228347463415,121.478248,39.067946,PICKUP,1583223988
119285537,7,2100076251776747358,121.483973,39.064995,PICKUP,1583236102
119594593,3,2100076234341713403,121.454229,39.106165,PICKUP,1583228992
119663369,1,2100076180784285690,121.563747,39.111942,PICKUP,1583197458
120549513,3,2100076227659007330,121.433855,38.903375,PICKUP,1583222543
121657113,3,2100076204315608823,121.479372,39.072116,PICKUP,1583214832
121788009,1,2100076196285449986,121.529354,39.063574,PICKUP,1583208847
122060865,3,2100076214456550754,121.660726,39.16853,PICKUP,1583214207
122077169,1,2100076204733727963,121.590026,39.093892,PICKUP,1583208960
122081305,3,2100076242794612426,121.655672,39.252756,PICKUP,1583232295
122881657,5,2100076239269365494,121.719564,39.1472,PICKUP,1583229587
122904977,5,2100076237167789381,121.623817,39.133607,PICKUP,1583228221
123459073,1,2100076211703120912,121.563742,39.140706,PICKUP,1583211391
123563353,1,2100076212298155570,121.44682,39.257853,PICKUP,1583211495
123931449,1,2100076197081647054,121.545221,39.177231,PICKUP,1583207068
123931449,3,2100076210496570655,121.56028,39.175582,PICKUP,1583210982
123931449,7,2100076236390041583,121.557346,39.176047,PICKUP,1583228878
123948441,1,2100076217771624194,121.541649,39.063946,PICKUP,1583217957
124124649,1,2100076250374637115,121.574559,39.167245,PICKUP,1583234405
125775258,3,2100076245558101159,121.486268,39.149633,PICKUP,1583233290
125996858,1,2100076193822311740,121.447198,39.210968,PICKUP,1583207057
10075573,1,2100076199464830523,121.562471,39.133214,PICKUP,1583208852
10094682,1,2100076204082005166,121.54389,39.151358,PICKUP,1583208547
10098837,1,2100076223336154494,121.418426,39.204365,PICKUP,1583222097
10102738,1,2100076206028457841,121.224189,39.118426,PICKUP,1583209054
10102738,3,2100076248448370197,121.223437,39.129054,PICKUP,1583233876
10120267,1,2100076184050337195,121.428224,39.197599,PICKUP,1583205523
10120267,3,2100076211130074309,121.428209,39.197022,PICKUP,1583212590
10183941,3,2100076247717086297,121.577471,39.109449,PICKUP,1583233335
10185816,1,2100076184099686239,121.440106,39.102172,PICKUP,1583200487
10219599,3,2100076210618959483,121.590896,39.111499,PICKUP,1583216211
10277311,1,2100076209557014209,121.528603,39.20687,PICKUP,1583211026
10289729,1,2100076241835362127,121.454337,39.10872,PICKUP,1583231343
10293468,1,2100076177085695637,121.752684,39.143143,PICKUP,1583207479
10294613,1,2100076196331456339,121.430248,39.196861,PICKUP,1583207626
10298963,3,2100076232556840339,121.516643,39.251961,PICKUP,1583226606
10304094,1,2100076197148886361,121.501664,39.180983,PICKUP,1583206921
10313234,1,2100076193206830672,121.521209,39.186442,PICKUP,1583206942
10322363,1,2100076196888086224,121.558904,39.174345,PICKUP,1583208352
10330725,3,2100076243691898729,121.45269,39.300903,PICKUP,1583233100
10354617,3,2100076207146632865,121.562301,39.175957,PICKUP,1583210909
10365330,1,2100076199130236883,121.711568,39.142757,PICKUP,1583208106
10416907,1,2100076212340688526,121.449525,39.283423,PICKUP,1583212679
10470630,1,2100076199341459067,121.525088,39.291942,PICKUP,1583207536
10488513,1,2100076198862455820,121.45468,39.10621,PICKUP,1583206879
10548486,1,2100076184794630011,121.53079,39.158849,PICKUP,1583202031
10566682,1,2100076202768467022,121.456642,39.19452,PICKUP,1583208464
10572143,1,2100076206917289280,121.527707,39.277047,PICKUP,1583210401
10572143,5,2100076245452851101,121.527403,39.274079,PICKUP,1583232688
10572923,1,2100076203672503930,121.526882,39.128798,PICKUP,1583209270
10579286,5,2100076246691612644,121.524643,39.080694,PICKUP,1583233453
10638398,5,2100076092422391375,121.614605,39.162555,PICKUP,1583225396
10642055,1,2100076207859663972,121.549608,39.133585,PICKUP,1583210707
10649045,1,2100076204603311869,121.580523,39.117857,PICKUP,1583210159
10650683,5,2100076254466442526,121.532453,39.199333,PICKUP,1583239079
10659267,1,2100076240790980105,121.592162,39.2164,PICKUP,1583230245
